person1_id,person2_id,interaction_type,infection_probability
6974,28897,close_contact,0.13
49026,37094,close_contact,0.21
11098,10218,shared_space,0.09
45949,30817,shared_space,0.16
20450,10507,close_contact,0.17
41480,40725,shared_space,0.25
2402,34245,shared_space,0.14
12506,17798,shared_space,0.07
24786,45867,close_contact,0.21
32430,25375,close_contact,0.21
32641,32708,shared_space,0.07
44884,35406,shared_space,0.14
44067,47152,close_contact,0.08
15530,28638,shared_space,0.13
44814,26595,close_contact,0.25
23696,23172,close_contact,0.16
26609,36512,close_contact,0.09
26143,10846,close_contact,0.14
1836,24236,close_contact,0.12
1434,12109,close_contact,0.09
14653,27758,close_contact,0.06
15377,10069,shared_space,0.17
7911,48392,shared_space,0.13
9038,40864,close_contact,0.17
23771,47571,close_contact,0.21
13842,46796,close_contact,0.12
10306,5881,shared_space,0.22
30195,23790,shared_space,0.15
21766,47463,close_contact,0.15
38523,12270,shared_space,0.16
21440,24262,shared_space,0.24
39233,27974,close_contact,0.06
22485,19118,close_contact,0.06
31761,3986,shared_space,0.19
20145,29724,shared_space,0.07
6124,12334,shared_space,0.12
37204,36541,close_contact,0.07
1849,19169,close_contact,0.25
11586,8690,close_contact,0.15
24438,7416,close_contact,0.14
15338,32444,shared_space,0.08
48880,17250,close_contact,0.24
35160,45585,close_contact,0.05
44470,1652,close_contact,0.15
46099,7195,shared_space,0.18
27914,45053,shared_space,0.19
25715,14290,shared_space,0.17
3956,30769,shared_space,0.22
17974,4838,shared_space,0.06
2363,13094,close_contact,0.17
14186,48171,shared_space,0.1
23157,22384,close_contact,0.16
10049,29282,close_contact,0.2
29545,45724,close_contact,0.07
42436,46025,close_contact,0.23
30893,23224,close_contact,0.22
19897,8215,shared_space,0.09
11010,19987,shared_space,0.12
29495,40164,close_contact,0.06
12257,17188,shared_space,0.14
40866,39913,close_contact,0.1
4707,48762,close_contact,0.23
18121,23866,close_contact,0.06
9699,24154,shared_space,0.07
38751,38782,close_contact,0.2
8195,17620,close_contact,0.11
48943,11205,close_contact,0.18
6095,4297,shared_space,0.18
23098,46260,close_contact,0.18
37743,30091,shared_space,0.2
19055,22073,close_contact,0.2
33690,22701,close_contact,0.2
7614,16049,close_contact,0.13
272,35888,shared_space,0.12
6428,11493,close_contact,0.14
39470,26678,close_contact,0.24
35426,47111,close_contact,0.23
32585,10959,close_contact,0.11
167,26508,close_contact,0.16
3156,12583,shared_space,0.14
47776,3413,shared_space,0.05
14499,49776,shared_space,0.13
46576,40437,close_contact,0.16
14827,423,shared_space,0.22
45892,20810,shared_space,0.25
10325,34649,shared_space,0.23
11413,44473,shared_space,0.07
24720,37575,close_contact,0.11
15736,16678,shared_space,0.23
27952,25941,shared_space,0.19
39675,47092,close_contact,0.08
35559,46964,shared_space,0.23
46927,45179,close_contact,0.25
26596,27877,shared_space,0.22
31651,7283,shared_space,0.08
12453,2991,shared_space,0.23
22119,46926,close_contact,0.05
19884,21328,shared_space,0.14
30746,7232,close_contact,0.07
28316,9973,close_contact,0.06
39556,42266,close_contact,0.11
33495,40429,close_contact,0.15
41845,35100,close_contact,0.16
48136,32417,shared_space,0.19
15530,40306,close_contact,0.21
6473,35728,close_contact,0.1
36058,16521,shared_space,0.22
2096,48144,shared_space,0.11
29167,1818,close_contact,0.08
34622,11369,shared_space,0.17
35018,24476,shared_space,0.05
6367,5497,close_contact,0.14
19917,141,close_contact,0.14
5334,17914,shared_space,0.18
4064,43223,close_contact,0.09
29433,35296,shared_space,0.23
28369,21398,shared_space,0.12
16047,27455,close_contact,0.13
44437,2223,shared_space,0.21
6586,3249,close_contact,0.16
31901,34510,shared_space,0.08
19609,17541,shared_space,0.09
26956,31291,close_contact,0.07
42442,13161,shared_space,0.1
28513,25451,close_contact,0.18
27496,31207,close_contact,0.22
30943,42714,shared_space,0.16
49932,2005,close_contact,0.16
35156,20204,close_contact,0.18
4101,45430,shared_space,0.17
35778,37281,close_contact,0.2
46986,30479,close_contact,0.22
48921,19822,shared_space,0.13
11739,40020,shared_space,0.1
7347,49697,shared_space,0.09
19576,35539,shared_space,0.14
30919,40332,shared_space,0.05
4324,32097,close_contact,0.19
31608,10696,shared_space,0.21
2736,21073,shared_space,0.21
33192,17840,close_contact,0.1
12976,49614,shared_space,0.2
4068,10924,shared_space,0.15
31028,17487,shared_space,0.23
38171,49125,close_contact,0.2
43249,2281,shared_space,0.16
25979,7867,shared_space,0.18
33003,20016,shared_space,0.06
22152,9888,shared_space,0.22
47124,37881,shared_space,0.07
22695,40355,close_contact,0.17
1707,23393,close_contact,0.13
22139,7025,close_contact,0.17
29850,32057,close_contact,0.15
13298,7914,shared_space,0.17
23565,45567,close_contact,0.19
48233,13278,close_contact,0.23
45552,6196,shared_space,0.24
8295,19289,shared_space,0.13
14424,13367,shared_space,0.16
10114,40643,close_contact,0.09
48996,31986,close_contact,0.13
32177,36791,close_contact,0.18
37916,29842,close_contact,0.09
29447,49347,close_contact,0.24
14254,39997,shared_space,0.24
45183,2234,shared_space,0.07
40263,2142,close_contact,0.12
21209,28525,close_contact,0.2
29405,16102,close_contact,0.13
39812,49719,shared_space,0.09
27918,29724,close_contact,0.17
42625,9283,shared_space,0.15
1534,40,close_contact,0.06
42134,10574,shared_space,0.16
5734,31341,shared_space,0.24
3965,8461,close_contact,0.16
11623,35684,close_contact,0.1
36301,25528,close_contact,0.05
18491,19947,close_contact,0.11
8957,18066,shared_space,0.05
39638,13582,close_contact,0.11
39316,9473,close_contact,0.25
5469,35736,close_contact,0.11
4477,41748,shared_space,0.18
28697,40205,shared_space,0.16
2865,39042,shared_space,0.13
36936,1106,shared_space,0.22
7656,33518,close_contact,0.16
43352,7275,shared_space,0.11
13984,21370,close_contact,0.17
17042,10493,close_contact,0.06
32300,38467,shared_space,0.21
2007,16179,shared_space,0.1
42394,27057,close_contact,0.06
2454,25420,close_contact,0.12
43417,7433,shared_space,0.09
31911,26012,close_contact,0.17
39828,13865,shared_space,0.24
14477,18288,close_contact,0.09
740,20791,close_contact,0.16
33993,43980,close_contact,0.05
24975,1069,close_contact,0.24
42657,24561,shared_space,0.17
48442,14311,shared_space,0.14
47547,44931,shared_space,0.21
11709,2381,close_contact,0.25
21127,11771,close_contact,0.21
19595,43922,shared_space,0.17
3451,6816,close_contact,0.06
40726,43408,close_contact,0.24
4999,16593,shared_space,0.1
21733,39095,close_contact,0.13
36810,9545,close_contact,0.25
10855,30234,shared_space,0.18
13136,32820,close_contact,0.12
20806,47453,shared_space,0.07
12371,27120,shared_space,0.06
49207,9079,shared_space,0.1
48110,8916,shared_space,0.15
6790,43277,shared_space,0.13
35447,30793,shared_space,0.16
979,46090,shared_space,0.1
36952,28368,close_contact,0.19
15623,43740,shared_space,0.07
34089,48649,close_contact,0.1
674,19828,shared_space,0.16
2939,17033,close_contact,0.2
120,2134,close_contact,0.07
14322,44036,close_contact,0.16
41689,873,close_contact,0.19
49052,41828,shared_space,0.19
16732,28679,shared_space,0.19
33977,31173,shared_space,0.25
15012,20185,close_contact,0.13
24707,24350,close_contact,0.1
12257,36507,close_contact,0.2
24160,47668,close_contact,0.08
18142,477,shared_space,0.24
6308,27721,shared_space,0.11
41289,26674,close_contact,0.14
16194,5443,close_contact,0.08
39956,40909,close_contact,0.21
23461,11535,shared_space,0.14
14230,27395,close_contact,0.1
22506,35417,shared_space,0.19
33739,37462,close_contact,0.21
6608,5711,close_contact,0.24
26359,15667,close_contact,0.15
38399,20825,shared_space,0.19
13242,18863,close_contact,0.19
12958,13508,close_contact,0.19
19978,39973,close_contact,0.18
42182,765,shared_space,0.07
15302,3399,shared_space,0.1
38321,16370,shared_space,0.23
23059,34034,close_contact,0.21
9631,4115,shared_space,0.24
8391,38858,shared_space,0.09
39572,24197,close_contact,0.16
40405,1916,shared_space,0.13
37424,27756,shared_space,0.19
25380,25696,close_contact,0.14
33566,12865,close_contact,0.2
34114,17143,close_contact,0.1
48561,46245,shared_space,0.14
27256,27578,shared_space,0.14
41664,10273,close_contact,0.24
28296,7707,close_contact,0.18
31531,43145,shared_space,0.21
21864,40369,shared_space,0.19
16520,38224,close_contact,0.18
35373,23346,shared_space,0.08
18482,30576,close_contact,0.24
35211,44501,close_contact,0.24
24968,42816,close_contact,0.17
18799,11160,shared_space,0.25
19506,17221,shared_space,0.16
40285,25585,shared_space,0.24
49906,6666,shared_space,0.06
35110,27844,close_contact,0.09
47502,44705,shared_space,0.12
35729,34983,close_contact,0.15
29584,43798,shared_space,0.15
38056,22931,close_contact,0.05
12194,34144,close_contact,0.2
26641,23644,shared_space,0.12
20880,15445,shared_space,0.17
49299,34386,close_contact,0.21
19555,20205,shared_space,0.19
14824,48593,shared_space,0.1
25046,45773,close_contact,0.14
48404,28162,shared_space,0.1
35167,48342,close_contact,0.07
41252,5900,close_contact,0.24
37158,2902,shared_space,0.25
42206,31777,shared_space,0.25
30573,34043,shared_space,0.12
19969,30316,shared_space,0.13
22035,8197,close_contact,0.16
21268,14080,shared_space,0.2
21558,12104,shared_space,0.08
17278,1578,shared_space,0.22
17349,14521,shared_space,0.07
16861,32585,close_contact,0.16
36868,13120,close_contact,0.19
40359,9377,close_contact,0.21
47209,2555,close_contact,0.19
46289,38244,shared_space,0.1
32880,5293,close_contact,0.15
17189,36878,close_contact,0.14
7197,36633,close_contact,0.24
35031,46852,shared_space,0.08
37115,12447,close_contact,0.07
18438,21454,close_contact,0.13
17795,18489,close_contact,0.24
27716,30401,shared_space,0.11
16883,32068,shared_space,0.08
1510,23522,shared_space,0.1
14804,39318,shared_space,0.11
2493,8926,shared_space,0.23
23114,40596,close_contact,0.2
45964,32686,close_contact,0.08
44473,9140,close_contact,0.21
47433,8168,close_contact,0.05
41655,38349,shared_space,0.23
1105,3447,close_contact,0.18
4879,27879,shared_space,0.08
8880,12283,shared_space,0.16
37489,4763,shared_space,0.2
33399,25151,close_contact,0.13
39802,31051,close_contact,0.21
17092,4264,close_contact,0.07
32705,6417,shared_space,0.06
35359,21058,close_contact,0.09
44315,13748,close_contact,0.14
17396,12610,shared_space,0.05
22450,6054,close_contact,0.22
29800,3442,close_contact,0.09
30339,14602,shared_space,0.25
6889,28760,shared_space,0.13
48268,13492,close_contact,0.22
48422,42181,close_contact,0.13
34829,34297,shared_space,0.14
26354,1837,close_contact,0.19
14945,45654,close_contact,0.23
9871,14751,close_contact,0.07
34201,40923,close_contact,0.07
2378,34517,shared_space,0.2
27253,28924,shared_space,0.11
10859,26061,shared_space,0.17
8284,5471,shared_space,0.14
27690,2725,shared_space,0.16
46936,45902,shared_space,0.23
43235,14253,shared_space,0.16
25187,9190,shared_space,0.16
6796,40868,shared_space,0.17
36233,24345,close_contact,0.1
28891,20528,close_contact,0.17
30126,24949,shared_space,0.24
22328,1251,close_contact,0.14
39670,14069,close_contact,0.15
26464,5791,close_contact,0.15
26696,2243,shared_space,0.1
36986,28005,close_contact,0.2
10500,42029,close_contact,0.06
48598,15462,close_contact,0.12
80,29939,close_contact,0.19
13283,10823,shared_space,0.24
24608,7716,shared_space,0.19
38785,48185,close_contact,0.24
23585,3696,close_contact,0.16
34909,14987,close_contact,0.2
3535,44156,shared_space,0.18
46172,11587,close_contact,0.11
1178,9408,close_contact,0.11
40274,27497,close_contact,0.06
13134,47749,shared_space,0.21
42100,44352,close_contact,0.17
2228,41421,shared_space,0.16
33493,38579,close_contact,0.1
9906,16215,close_contact,0.05
24589,14379,close_contact,0.22
35875,3899,close_contact,0.08
20830,37743,shared_space,0.1
28974,34283,close_contact,0.21
44935,20282,shared_space,0.1
35798,45488,close_contact,0.08
39024,35597,shared_space,0.22
15129,40319,shared_space,0.15
34424,18150,close_contact,0.25
32738,642,close_contact,0.24
4802,1309,close_contact,0.14
37008,30220,shared_space,0.13
24385,14927,shared_space,0.05
29743,34795,shared_space,0.17
7969,5498,close_contact,0.24
23334,605,shared_space,0.12
43645,36837,shared_space,0.18
21438,36081,shared_space,0.22
18127,1826,close_contact,0.2
37937,22383,shared_space,0.18
44404,49598,shared_space,0.11
8971,40289,close_contact,0.24
1655,2589,shared_space,0.08
37009,32633,shared_space,0.12
9416,48083,shared_space,0.07
37271,5788,close_contact,0.15
26356,41624,close_contact,0.07
27045,24585,close_contact,0.2
1013,24094,close_contact,0.18
25331,36237,shared_space,0.17
14743,6600,shared_space,0.17
47983,21197,shared_space,0.06
39976,48747,close_contact,0.09
46573,25324,shared_space,0.16
40082,37744,close_contact,0.1
35551,12221,close_contact,0.11
26699,22390,shared_space,0.2
29371,48848,close_contact,0.22
30935,8672,shared_space,0.23
4848,9198,shared_space,0.14
19550,2973,shared_space,0.18
16686,1738,close_contact,0.18
34090,1804,shared_space,0.06
1257,11003,shared_space,0.08
30018,11156,shared_space,0.14
27139,25285,close_contact,0.18
644,18233,close_contact,0.07
6213,33198,shared_space,0.22
36817,19076,shared_space,0.11
47888,12713,close_contact,0.18
38867,48845,shared_space,0.07
783,36089,close_contact,0.2
10821,1781,shared_space,0.13
13524,34356,shared_space,0.13
39931,13446,shared_space,0.15
1463,11349,close_contact,0.06
12222,21254,close_contact,0.09
20330,30665,shared_space,0.07
7412,41198,shared_space,0.09
33996,29977,close_contact,0.16
37671,21115,close_contact,0.15
28035,11777,close_contact,0.13
3707,39272,close_contact,0.22
20135,16399,shared_space,0.06
47931,41062,close_contact,0.15
5557,29139,shared_space,0.15
47282,5106,shared_space,0.18
32243,34029,shared_space,0.08
37885,36047,shared_space,0.22
5340,34307,shared_space,0.1
2586,17993,close_contact,0.06
37301,2199,close_contact,0.1
25653,44760,shared_space,0.16
39107,9791,shared_space,0.13
14326,30281,shared_space,0.19
27780,41767,shared_space,0.06
18562,21497,shared_space,0.1
46384,16995,close_contact,0.09
20972,27157,close_contact,0.22
27778,43428,shared_space,0.2
41126,36888,close_contact,0.23
32791,12308,shared_space,0.12
33361,39005,shared_space,0.17
22151,30314,shared_space,0.15
17945,41021,shared_space,0.18
18502,4637,shared_space,0.09
33957,39350,shared_space,0.1
14044,25714,shared_space,0.15
27180,43547,close_contact,0.16
31912,2720,shared_space,0.21
37004,3948,shared_space,0.23
604,5839,shared_space,0.11
49232,40565,shared_space,0.21
33257,15937,close_contact,0.11
32339,21311,shared_space,0.22
26070,38294,close_contact,0.19
8429,21739,close_contact,0.1
41423,37038,shared_space,0.15
6050,8193,shared_space,0.09
45052,7165,shared_space,0.13
44861,47129,shared_space,0.14
49121,18233,close_contact,0.15
1683,49671,close_contact,0.05
26055,24627,close_contact,0.11
30846,24988,shared_space,0.25
3433,29840,close_contact,0.22
15485,3398,close_contact,0.23
35261,10276,shared_space,0.11
38573,34716,shared_space,0.1
14142,776,close_contact,0.09
14262,24353,close_contact,0.17
13553,47966,close_contact,0.07
47962,8848,close_contact,0.2
9442,596,close_contact,0.19
45669,6476,close_contact,0.23
22553,8808,shared_space,0.2
47644,8811,close_contact,0.14
37704,36894,shared_space,0.24
3117,25949,close_contact,0.21
12177,36692,shared_space,0.24
43090,4509,close_contact,0.18
49010,38722,shared_space,0.16
7435,16416,shared_space,0.09
9899,43720,shared_space,0.15
23139,12735,close_contact,0.11
16842,19704,shared_space,0.06
11244,45956,close_contact,0.19
14250,31014,shared_space,0.1
7218,46434,shared_space,0.12
38744,2447,close_contact,0.21
35682,45888,close_contact,0.19
33239,28766,shared_space,0.22
1936,12656,close_contact,0.08
4216,40590,close_contact,0.16
25977,15776,shared_space,0.19
49829,36805,shared_space,0.16
2138,15135,close_contact,0.08
47630,7211,shared_space,0.19
31431,28793,shared_space,0.05
3724,6129,close_contact,0.08
36726,5239,close_contact,0.18
36919,9602,shared_space,0.08
593,4738,close_contact,0.22
1232,1079,shared_space,0.07
25267,8925,shared_space,0.18
6875,39525,close_contact,0.12
38481,49149,shared_space,0.14
11432,41875,shared_space,0.18
14095,10119,shared_space,0.14
16438,9585,close_contact,0.15
34080,27284,close_contact,0.19
17274,28933,close_contact,0.15
10397,15323,shared_space,0.22
44349,31496,close_contact,0.18
11832,44830,close_contact,0.09
33945,27177,close_contact,0.06
5679,43129,close_contact,0.14
26656,42011,close_contact,0.09
27736,48149,shared_space,0.15
23661,36186,close_contact,0.13
32666,27270,shared_space,0.22
32319,4019,close_contact,0.15
46092,33603,close_contact,0.18
8614,16698,close_contact,0.21
38809,14677,close_contact,0.13
35936,11117,shared_space,0.24
24879,39284,shared_space,0.09
33251,6130,close_contact,0.1
45946,34333,shared_space,0.11
41746,45663,close_contact,0.16
5040,17068,shared_space,0.11
14,13453,shared_space,0.15
21048,29659,shared_space,0.2
16914,20146,close_contact,0.06
27695,30599,shared_space,0.21
15601,31844,shared_space,0.08
41157,40403,shared_space,0.24
11574,12194,shared_space,0.14
25720,35956,shared_space,0.06
48050,13543,shared_space,0.19
7711,4689,shared_space,0.22
48946,9377,close_contact,0.22
44066,24725,close_contact,0.09
8778,43409,shared_space,0.11
36426,42778,close_contact,0.25
6132,9245,close_contact,0.13
42552,11838,shared_space,0.05
6036,26831,close_contact,0.06
48220,30240,shared_space,0.17
1944,17520,shared_space,0.16
16948,4769,shared_space,0.16
31157,34254,shared_space,0.23
13189,48869,shared_space,0.12
40883,29842,close_contact,0.14
32649,9837,shared_space,0.11
32574,38502,close_contact,0.05
1648,32328,shared_space,0.11
35075,2499,close_contact,0.25
34697,42833,shared_space,0.17
11534,40125,close_contact,0.08
28230,1691,close_contact,0.16
22653,25228,close_contact,0.1
37215,13526,close_contact,0.08
2364,5188,shared_space,0.17
45536,32307,close_contact,0.2
163,27593,shared_space,0.2
25341,49178,close_contact,0.07
45300,48785,shared_space,0.16
22895,20107,shared_space,0.05
7088,13292,shared_space,0.19
1218,23911,close_contact,0.14
7619,16646,close_contact,0.09
24336,4480,close_contact,0.13
7882,31418,shared_space,0.19
668,15133,shared_space,0.14
31826,24094,shared_space,0.25
1919,28831,close_contact,0.23
26082,4700,shared_space,0.07
25427,21529,shared_space,0.19
30988,18288,shared_space,0.14
26310,23720,close_contact,0.21
21005,29768,shared_space,0.2
43204,4395,shared_space,0.19
15983,25405,close_contact,0.15
32162,28426,shared_space,0.23
25468,37758,close_contact,0.19
48767,20399,shared_space,0.13
45555,37718,shared_space,0.07
16448,17142,close_contact,0.09
11563,27654,close_contact,0.06
9668,5483,shared_space,0.22
19099,29370,close_contact,0.06
32137,21314,shared_space,0.13
3478,5060,close_contact,0.19
12703,40223,shared_space,0.25
24837,16138,close_contact,0.21
20517,44738,shared_space,0.25
20449,33737,shared_space,0.09
23266,7171,shared_space,0.21
13578,10698,close_contact,0.13
37203,2623,close_contact,0.19
43833,47507,close_contact,0.09
12847,20274,shared_space,0.13
3723,49678,shared_space,0.14
24532,35537,close_contact,0.09
45058,33397,shared_space,0.24
22172,39074,close_contact,0.18
7221,32843,shared_space,0.08
46227,48411,shared_space,0.14
22827,9813,shared_space,0.13
4001,21219,close_contact,0.2
4724,8184,close_contact,0.11
44377,32486,shared_space,0.25
26519,30906,close_contact,0.22
11900,30518,close_contact,0.14
49414,9694,shared_space,0.15
39060,21096,close_contact,0.23
1158,49890,close_contact,0.18
29900,9193,shared_space,0.15
3281,4882,close_contact,0.14
27911,33623,close_contact,0.06
36587,19600,close_contact,0.17
33513,27887,close_contact,0.16
152,32481,close_contact,0.22
30741,44620,close_contact,0.25
37207,29443,close_contact,0.13
25376,11652,shared_space,0.18
39088,19114,shared_space,0.11
39872,37484,close_contact,0.18
47942,13185,shared_space,0.05
4788,42694,close_contact,0.19
39071,45419,shared_space,0.16
4160,12707,shared_space,0.16
46975,34663,shared_space,0.2
37893,49357,shared_space,0.12
27880,12142,close_contact,0.16
15056,48078,close_contact,0.23
10406,45950,shared_space,0.2
24057,43165,close_contact,0.14
37935,21002,close_contact,0.13
458,30061,shared_space,0.09
25074,11457,shared_space,0.12
8027,45146,close_contact,0.23
23801,40095,shared_space,0.14
4697,6528,shared_space,0.23
32985,30389,shared_space,0.21
23083,40781,shared_space,0.19
37319,32255,close_contact,0.09
42607,46688,shared_space,0.23
47647,46540,shared_space,0.1
21924,42036,close_contact,0.24
22259,24352,shared_space,0.05
24736,24493,close_contact,0.14
4297,15659,close_contact,0.15
15944,1458,shared_space,0.06
23869,26736,close_contact,0.21
46787,31861,shared_space,0.08
44992,40173,close_contact,0.16
16588,1505,shared_space,0.21
4938,9538,shared_space,0.2
13425,43450,close_contact,0.22
33495,3072,shared_space,0.08
47834,13930,shared_space,0.15
31284,25827,shared_space,0.06
31517,12476,shared_space,0.13
47695,49458,shared_space,0.11
19560,23774,close_contact,0.19
27039,43091,shared_space,0.11
11045,10508,shared_space,0.17
9521,36305,close_contact,0.23
45150,9442,close_contact,0.22
17077,40747,shared_space,0.15
47761,23959,shared_space,0.18
1756,37192,shared_space,0.1
24024,22336,close_contact,0.14
43401,5894,shared_space,0.06
38423,48641,close_contact,0.07
46670,44546,close_contact,0.16
18290,11465,shared_space,0.05
22440,10937,close_contact,0.11
26283,14672,close_contact,0.25
17055,33903,close_contact,0.25
48478,44690,close_contact,0.21
45121,11095,shared_space,0.19
31410,41786,close_contact,0.21
44712,15745,shared_space,0.06
20671,23999,close_contact,0.2
37119,32091,shared_space,0.25
6762,34737,close_contact,0.25
12357,42649,shared_space,0.06
29732,24343,close_contact,0.18
33276,28783,shared_space,0.06
36096,34325,shared_space,0.23
43033,15106,shared_space,0.08
37597,39916,shared_space,0.17
1557,45783,close_contact,0.2
28133,11449,close_contact,0.23
48191,43635,shared_space,0.14
13819,9464,close_contact,0.05
32278,11630,close_contact,0.07
23053,31831,shared_space,0.19
29029,28352,close_contact,0.25
14812,12134,close_contact,0.12
13535,18446,close_contact,0.24
44259,39662,close_contact,0.12
38560,43116,shared_space,0.23
12457,13287,shared_space,0.14
28038,40252,shared_space,0.16
10998,28474,close_contact,0.06
44541,31770,shared_space,0.21
6500,8972,shared_space,0.05
7676,48892,close_contact,0.19
26572,22251,close_contact,0.09
21438,44756,close_contact,0.07
43824,3968,shared_space,0.12
7535,48185,shared_space,0.1
22303,32400,close_contact,0.14
29232,26025,close_contact,0.14
45049,33080,shared_space,0.23
2565,1523,shared_space,0.22
30849,5508,shared_space,0.2
29643,47494,close_contact,0.11
8351,29342,close_contact,0.23
43231,27069,close_contact,0.15
39384,43262,shared_space,0.21
31443,5844,shared_space,0.18
44760,37399,shared_space,0.24
24886,10642,shared_space,0.21
32064,29780,close_contact,0.17
43248,39729,close_contact,0.11
7191,40311,close_contact,0.11
41990,21020,shared_space,0.2
46822,41884,shared_space,0.11
35701,25655,close_contact,0.12
23850,32100,close_contact,0.13
19768,43065,shared_space,0.07
24264,1586,shared_space,0.14
49331,27685,close_contact,0.2
27418,43171,close_contact,0.1
1304,21828,shared_space,0.12
16376,119,shared_space,0.19
18239,36230,close_contact,0.07
20805,17985,close_contact,0.05
36511,32914,shared_space,0.22
16454,26148,shared_space,0.19
21516,9285,close_contact,0.18
16836,6026,shared_space,0.23
32160,20162,shared_space,0.08
26141,43312,shared_space,0.21
36294,22145,shared_space,0.1
39719,39723,close_contact,0.06
19250,5289,close_contact,0.07
28523,41488,shared_space,0.23
34958,30862,close_contact,0.16
21392,37233,shared_space,0.07
44112,2419,close_contact,0.14
25387,21281,shared_space,0.05
21218,27800,close_contact,0.14
20607,2807,close_contact,0.06
8104,18049,close_contact,0.06
28369,9187,close_contact,0.17
16946,93,close_contact,0.07
17493,13432,shared_space,0.07
49298,4054,shared_space,0.18
17147,29666,shared_space,0.16
42757,36949,close_contact,0.25
11535,34899,shared_space,0.19
48707,3088,shared_space,0.05
24388,17662,shared_space,0.16
4254,28343,shared_space,0.17
8735,18933,shared_space,0.08
1303,26997,shared_space,0.2
33160,1426,close_contact,0.07
15180,4901,shared_space,0.16
27277,48924,close_contact,0.05
27186,39687,shared_space,0.2
19281,15909,close_contact,0.15
28374,723,close_contact,0.17
15079,31010,shared_space,0.07
42441,33892,shared_space,0.09
38922,49733,shared_space,0.06
36215,30274,close_contact,0.08
33046,5565,close_contact,0.21
48234,39179,shared_space,0.23
21076,42972,shared_space,0.13
10259,15651,shared_space,0.21
14689,30411,close_contact,0.05
8512,46700,shared_space,0.17
19702,3436,shared_space,0.25
7534,44105,shared_space,0.23
11236,28156,shared_space,0.25
48030,19396,close_contact,0.16
23486,10463,shared_space,0.23
6724,16909,close_contact,0.18
18145,20927,close_contact,0.24
25578,42735,shared_space,0.06
18767,37004,shared_space,0.06
5648,8569,shared_space,0.13
15444,49219,shared_space,0.22
27835,25539,close_contact,0.19
39908,22511,shared_space,0.08
16594,45655,shared_space,0.08
24181,47843,shared_space,0.1
4921,34718,close_contact,0.18
18775,8664,close_contact,0.1
48016,10704,shared_space,0.22
16173,7306,close_contact,0.25
15872,23907,shared_space,0.17
24084,27482,close_contact,0.12
40180,25092,shared_space,0.23
13234,45343,close_contact,0.11
8039,14456,shared_space,0.19
33126,40016,close_contact,0.21
40011,31839,shared_space,0.15
3836,45392,shared_space,0.07
8879,7785,close_contact,0.16
27196,4384,close_contact,0.14
19468,37677,shared_space,0.18
47450,47423,shared_space,0.13
48828,7355,shared_space,0.22
12846,16194,shared_space,0.17
3856,31221,close_contact,0.11
18045,48824,close_contact,0.08
3559,39683,close_contact,0.21
18385,7014,close_contact,0.17
45120,178,close_contact,0.13
21516,8100,close_contact,0.22
21464,12416,close_contact,0.08
703,3190,close_contact,0.12
26811,2982,shared_space,0.12
10009,27464,shared_space,0.14
23260,3433,close_contact,0.13
31694,24191,close_contact,0.22
8428,29755,shared_space,0.15
14628,36277,close_contact,0.06
18070,8417,shared_space,0.2
17718,23549,close_contact,0.06
365,4443,shared_space,0.08
5606,10109,shared_space,0.16
14468,28767,shared_space,0.13
42314,37155,shared_space,0.16
3675,8250,shared_space,0.23
19365,15498,close_contact,0.2
28571,6477,shared_space,0.09
25170,11908,close_contact,0.08
2382,42339,shared_space,0.11
34358,42908,shared_space,0.09
48050,21592,shared_space,0.11
35179,22854,shared_space,0.14
46621,15573,close_contact,0.19
13047,21176,close_contact,0.23
17153,22771,shared_space,0.2
48385,15793,close_contact,0.19
42454,44204,shared_space,0.08
48138,39683,close_contact,0.07
34744,30044,shared_space,0.21
20461,12275,shared_space,0.19
27210,39041,shared_space,0.08
30404,8468,close_contact,0.1
11084,15247,close_contact,0.19
33228,16390,close_contact,0.09
5044,17979,close_contact,0.21
25597,5762,close_contact,0.08
29702,5279,shared_space,0.13
40953,6988,shared_space,0.19
16055,575,close_contact,0.22
31813,28148,shared_space,0.24
33799,45603,shared_space,0.18
5980,30063,close_contact,0.15
28883,36458,shared_space,0.17
30585,21163,shared_space,0.21
29048,18695,close_contact,0.16
49943,37463,shared_space,0.21
27407,6038,shared_space,0.15
22472,33772,close_contact,0.16
43729,19073,shared_space,0.24
32148,6695,close_contact,0.21
37920,45282,shared_space,0.21
43262,45184,close_contact,0.17
31531,27804,shared_space,0.15
21012,25397,shared_space,0.21
37875,30148,shared_space,0.19
1556,12869,close_contact,0.16
21602,41173,shared_space,0.09
38329,9070,close_contact,0.19
2790,38543,shared_space,0.18
44886,43966,shared_space,0.14
9136,47695,shared_space,0.15
15202,21055,close_contact,0.06
17272,9305,shared_space,0.1
26289,42014,shared_space,0.15
1736,21864,close_contact,0.18
15089,26254,shared_space,0.21
29710,6972,shared_space,0.17
21941,14827,close_contact,0.22
42612,31872,shared_space,0.11
44511,20306,close_contact,0.21
13428,23403,shared_space,0.08
22837,48616,shared_space,0.25
18527,13442,shared_space,0.18
33614,5713,shared_space,0.16
37150,8234,shared_space,0.17
4694,33126,close_contact,0.23
26831,45136,shared_space,0.14
31573,21390,close_contact,0.15
11019,2467,shared_space,0.15
10169,15979,close_contact,0.13
11777,17084,shared_space,0.15
9676,20426,close_contact,0.24
48176,35314,close_contact,0.1
3566,45690,close_contact,0.13
46274,17916,shared_space,0.2
